id,source,target,tweet_id,type
Cryptogive2XProtocolFile,Cryptogive2X,ProtocolFile,1549400244055597056,quote
SadegieMahdiMhdy88341741,SadegieMahdi,Mhdy88341741,1545605059970473985,retweet
aleniggazMic_Saba,aleniggaz,Mic_Saba,1549865496375431168,retweet
M8N8888Michaelloves247,M8N8888,Michaelloves247,1552242840499064833,retweet
NikichainSarahMikaza888,NikichainSarah,Mikaza888,1547813355989397504,retweet
mjfsteelerMikeReiss,mjfsteeler,MikeReiss,1549826493140074496,quote
sookhwangethMimicShhans,sookhwangeth,MimicShhans,1546691062584217600,quote
VictorofWar30MirrorNow,VictorofWar30,MirrorNow,1549462267758280704,retweet
newsreadershairMirrorNow,newsreadershair,MirrorNow,1551806855600492544,retweet
Monito051Missy_ts,Monito051,Missy_ts,1545902376573407232,retweet
GPPR0DMister_Good01,GPPR0D,Mister_Good01,1545564665459138571,retweet
SbastienPoulet3Mister_Good01,SbastienPoulet3,Mister_Good01,1545561138452111360,retweet
lachevr59985680Mister_Good01,lachevr59985680,Mister_Good01,1545599500001153025,retweet
BanksyMaximoMistrAich,BanksyMaximo,MistrAich,1546525503338586112,retweet
MmNabarupRRezazd,MmNabarup,RRezazd,1555537504870481923,retweet
MedoShafay4Mohamed33250689,MedoShafay4,Mohamed33250689,1545870490610417673,retweet
MedoShafay4Youssef04138665,MedoShafay4,Youssef04138665,1545870490610417673,quote
Mohamed33250689Youssef04138665,Mohamed33250689,Youssef04138665,1545870448507904003,quote
Abdelsh19986338MohamedElsayie5,Abdelsh19986338,MohamedElsayie5,1546771426698567681,retweet
Ahmedhany270MohamedElsayie5,Ahmedhany270,MohamedElsayie5,1546776536207982593,retweet
Kerolos35286835MohamedElsayie5,Kerolos35286835,MohamedElsayie5,1546772444219953155,retweet
ly9249192MohamedElsayie5,ly9249192,MohamedElsayie5,1546772031915663365,retweet
mostafaAdel512MohamedElsayie5,mostafaAdel512,MohamedElsayie5,1546808824773976064,retweet
tatakae_51MohamedElsayie5,tatakae_51,MohamedElsayie5,1546779764148559872,retweet
majesticboss55Mohamme89764682,majesticboss55,Mohamme89764682,1550075352944443394,retweet
mmadjidmMohammed_Aigoin,mmadjidm,Mohammed_Aigoin,1545559309349785606,retweet
FroggyHigginsMojahedFudailat,FroggyHiggins,MojahedFudailat,1548863265752719362,retweet
KiemdNouroudineMoneyLion,KiemdNouroudine,MoneyLion,1546917604920643585,retweet
OnlyOnlyfansPr1Moonmalex,OnlyOnlyfansPr1,Moonmalex,1545621868618682368,retweet
RTEGCryptoMoontokOfficial,RTEGCrypto,MoontokOfficial,1551558607304593413,quote
Truoye33Morris_Monye,Truoye33,Morris_Monye,1547331888871866368,quote
C4RLOSST4RZZMost_Maximus,C4RLOSST4RZZ,Most_Maximus,1546609684668358656,quote
C4RLOSST4RZZTkobeauty11,C4RLOSST4RZZ,Tkobeauty11,1546609684668358656,retweet
FfPewMost_Maximus,FfPew,Most_Maximus,1546596874882322433,quote
GatherApp44Most_Maximus,GatherApp44,Most_Maximus,1546459523145138178,quote
HTX_ConMost_Maximus,HTX_Con,Most_Maximus,1546339667125145600,quote
HTX_ConTkobeauty11,HTX_Con,Tkobeauty11,1546339667125145600,retweet
JimmyCh58084618Most_Maximus,JimmyCh58084618,Most_Maximus,1547070264131059714,quote
ModerateMontyMost_Maximus,ModerateMonty,Most_Maximus,1546491158708240384,quote
Tkobeauty11Most_Maximus,Tkobeauty11,Most_Maximus,1546338412730400769,quote
Tkobeauty11Oonabot,Tkobeauty11,Oonabot,1555334917478825985,retweet
Tkobeauty11SpaceX,Tkobeauty11,SpaceX,1555334917478825985,quote
EdwinBLowryMrBaldBull,EdwinBLowry,MrBaldBull,1546136800401494017,retweet
kmdmomredoMrMilitantRBKA,kmdmomredo,MrMilitantRBKA,1548031009337196544,retweet
give2XELONMrNinicius,give2XELON,MrNinicius,1550081132703744001,quote
SegueriSJAMrShinyBird,SegueriSJA,MrShinyBird,1550193890275344384,quote
RSD4160MravikPal,RSD4160,MravikPal,1552850209654247424,retweet
MrsPatriot8drmikehart,MrsPatriot8,drmikehart,1546262545450672130,quote
Di_mi_nombre_Mrs_Cldh,Di_mi_nombre_,Mrs_Cldh,1545581733357260800,retweet
Di_mi_nombre_Steve_GadFly,Di_mi_nombre_,Steve_GadFly,1545581733357260800,quote
Di_mi_nombre_Voic6Indigenous,Di_mi_nombre_,Voic6Indigenous,1545583994053574657,retweet
Di_mi_nombre_dogeboyforever,Di_mi_nombre_,dogeboyforever,1545577680388644865,retweet
Di_mi_nombre_elonmusk,Di_mi_nombre_,elonmusk,1545577680388644865,quote
Blackbiz2020MubaAb17,Blackbiz2020,MubaAb17,1545772960891420672,retweet
emmychribMukulbhar003,emmychrib,Mukulbhar003,1548056289225240579,retweet
barbaraMason_Murat56790540,barbaraMason_,Murat56790540,1552920686993219585,retweet
AGENCYmodelOSMuscleandBoobs,AGENCYmodelOS,MuscleandBoobs,1545901546508095489,quote
APC_NFTMusk_A_Day,APC_NFT,Musk_A_Day,1552798664183144450,retweet
rakanby75Musk_Update,rakanby75,Musk_Update,1548445366705876996,retweet
Gkhan60921576MutantMusks,Gkhan60921576,MutantMusks,1548700116990803972,quote
MuzikbloguMuziktroloji,Muzikblogu,Muziktroloji,1546886560343277569,retweet
35Serenat69MyDexChain1,35Serenat69,MyDexChain1,1549538809594920960,retweet
MyDexChain1MydexchainU,MyDexChain1,MydexchainU,1547684519158788098,quote
BazencirMuratMyDexChain1,BazencirMurat,MyDexChain1,1552785606073323526,retweet
BilalGl52847244MyDexChain1,BilalGl52847244,MyDexChain1,1552723994687770624,retweet
dngel_mehmetMyDexChain1,dngel_mehmet,MyDexChain1,1547941895472484352,retweet
dngel_mehmetMydexchainU,dngel_mehmet,MydexchainU,1547941895472484352,quote
AhmedHa06095379MyDowry,AhmedHa06095379,MyDowry,1545715279153577985,retweet
BadabidooooMyDowry,Badabidoooo,MyDowry,1545716280304492544,retweet
Mohamed22870057MyDowry,Mohamed22870057,MyDowry,1545713019648458753,retweet
Mohamed94809967MyDowry,Mohamed94809967,MyDowry,1545780242178088969,retweet
amrmohammed332MyDowry,amrmohammed332,MyDowry,1545751498226819072,retweet
kz92t6hntgMyDowry,kz92t6hntg,MyDowry,1545749609095610368,retweet
rasha___xMyDowry,rasha___x,MyDowry,1545726520299339776,retweet
BoozeNNewsNASA,BoozeNNews,NASA,1546909327012909056,quote
DjkaiJonesNASASpaceflight,DjkaiJones,NASASpaceflight,1546610502557749254,quote
Aniche2711NBusinessindia,Aniche2711,NBusinessindia,1545678196028321792,retweet
saurabhp151NC_Hindi,saurabhp151,NC_Hindi,1547801663934582790,retweet
3CD8866NFSC_HAGnews,3CD8866,NFSC_HAGnews,1548671582742069248,retweet
Aoxotezhanlv2NFSC_HAGnews,Aoxotezhanlv2,NFSC_HAGnews,1552882947455258626,retweet
Even202210NFSC_HAGnews,Even202210,NFSC_HAGnews,1551496788309413888,retweet
G63MomoNFSC_HAGnews,G63Momo,NFSC_HAGnews,1549218054818578432,retweet
Gt3Rs7777NFSC_HAGnews,Gt3Rs7777,NFSC_HAGnews,1551431960299327488,retweet
KenLing1234NFSC_HAGnews,KenLing1234,NFSC_HAGnews,1548663258726469634,retweet
SuiartKNFSC_HAGnews,SuiartK,NFSC_HAGnews,1549729436093874178,retweet
Vr3H0Kpw0AmwJZ0NFSC_HAGnews,Vr3H0Kpw0AmwJZ0,NFSC_HAGnews,1549304663824281600,retweet
Xiaotong41NFSC_HAGnews,Xiaotong41,NFSC_HAGnews,1548992012430454784,retweet
han79108195NFSC_HAGnews,han79108195,NFSC_HAGnews,1551502724079833088,retweet
hasper0604NFSC_HAGnews,hasper0604,NFSC_HAGnews,1548999319784935424,retweet
huoxing02336628NFSC_HAGnews,huoxing02336628,NFSC_HAGnews,1551453898593865728,retweet
kevinD43252723NFSC_HAGnews,kevinD43252723,NFSC_HAGnews,1551417832620969984,retweet
oZBtky1LOecUwXgNFSC_HAGnews,oZBtky1LOecUwXg,NFSC_HAGnews,1551819570213965824,retweet
vg90uVvTK79iIn1NFSC_HAGnews,vg90uVvTK79iIn1,NFSC_HAGnews,1551858234956210177,retweet
wenlang77NFSC_HAGnews,wenlang77,NFSC_HAGnews,1551555089978265602,retweet
xiyuenushenNFSC_HAGnews,xiyuenushen,NFSC_HAGnews,1551519890107813889,retweet
Chitsss420NFTcollector357,Chitsss420,NFTcollector357,1546187805226721280,retweet
ElomNus16649425NFTcollector357,ElomNus16649425,NFTcollector357,1547197018950475776,retweet
Cryptocoon_lexNFTenjoyer_,Cryptocoon_lex,NFTenjoyer_,1548970017924038657,retweet
HaleyEisenhowe3NFTshecommunity,HaleyEisenhowe3,NFTshecommunity,1549331792188116994,retweet
T1TaN1uM4_22NLGNYC_Animal,T1TaN1uM4_22,NLGNYC_Animal,1548579046304665600,retweet
JulianSenior4NOMDSPRA,JulianSenior4,NOMDSPRA,1550064756870053891,retweet
pjmugsNPC92846601,pjmugs,NPC92846601,1546174143959285763,retweet
pjmugsTheSun,pjmugs,TheSun,1546174143959285763,quote
NPC92846601TheSun,NPC92846601,TheSun,1546173768078442498,quote
BgeparteiBENailfreak1,BgeparteiBE,Nailfreak1,1551631919548358658,retweet
shishnfipsNamiKim_DogsSK,shishnfips,NamiKim_DogsSK,1546566308883480576,quote
shishnfipsvetholistic,shishnfips,vetholistic,1546566308883480576,retweet
vetholisticNamiKim_DogsSK,vetholistic,NamiKim_DogsSK,1546524553953873921,quote
vickyrr1313NancyDaffodils,vickyrr1313,NancyDaffodils,1553288048045355008,retweet
NancyDaffodilselonmusk,NancyDaffodils,elonmusk,1553441743286198272,quote
Nadia461717012NaphtalineLeBon,Nadia461717012,NaphtalineLeBon,1545667503497658368,quote
Nadia461717012tropical_boy,Nadia461717012,tropical_boy,1545667503497658368,retweet
tropical_boyNaphtalineLeBon,tropical_boy,NaphtalineLeBon,1545629347511316480,quote
AilurobearNeonPhox,Ailurobear,NeonPhox,1552720121638133761,retweet
76543210morzNeowinFeed,76543210morz,NeowinFeed,1548348323945259009,retweet
Gleppin_DevlinNeowinFeed,Gleppin_Devlin,NeowinFeed,1553149138119819265,retweet
JulesValedorNerilicon,JulesValedor,Nerilicon,1547285186995527685,retweet
gus_ramirezsNerilicon,gus_ramirezs,Nerilicon,1547341847017635840,retweet
gustavo19096984Netmedia_mx,gustavo19096984,Netmedia_mx,1546518732025077760,retweet
coupdegraz7NeuroDark_19,coupdegraz7,NeuroDark_19,1546005913353748480,quote
FCFPayInStoresNewbieDad,FCFPayInStores,NewbieDad,1546054739263201281,retweet
hotfranc1NewbieDad,hotfranc1,NewbieDad,1545940768266850305,retweet
khaotic850NewbieDad,khaotic850,NewbieDad,1552350548111683590,retweet
filafreshNews18Kannada,filafresh,News18Kannada,1547566750182494208,retweet
liqunchenNewsBoxun,liqunchen,NewsBoxun,1549496035675971590,retweet
Abhicha76008052NewsMobileIndia,Abhicha76008052,NewsMobileIndia,1549734461314854913,retweet
deveshi_dhakaNewsMobileIndia,deveshi_dhaka,NewsMobileIndia,1547550604230377472,retweet
BenjiSeitlhamoNewzroom405,BenjiSeitlhamo,Newzroom405,1546101236054753280,retweet
BenjiSeitlhamoWIONews,BenjiSeitlhamo,WIONews,1553308140417974273,retweet
Ado06408275NicolaPorro,Ado06408275,NicolaPorro,1546042507011694592,retweet
gselvaggiaNicolaPorro,gselvaggia,NicolaPorro,1545718923148017665,retweet
petregiampNicolaPorro,petregiamp,NicolaPorro,1545709703249920001,retweet
Ellison65780256Nicolas20717707,Ellison65780256,Nicolas20717707,1551335825602146306,retweet
jaskunwarkohliNikkiKohliAAP,jaskunwarkohli,NikkiKohliAAP,1545977890382045184,retweet
Alyeslia1Nikoleta_Ch,Alyeslia1,Nikoleta_Ch,1552830598779002880,retweet
TroyesDaveNnaaMehnTv,TroyesDave,NnaaMehnTv,1545773478049189890,retweet
ChimexpeterNnamdiChife,Chimexpeter,NnamdiChife,1545774382353727496,quote
CALI4MAGAgirl21No1TrumpFan2024,CALI4MAGAgirl21,No1TrumpFan2024,1545828769021120512,retweet
WTP_USA1No1TrumpFan2024,WTP_USA1,No1TrumpFan2024,1545906263845769217,retweet
WTP_USA1USAGIRL_4EVER,WTP_USA1,USAGIRL_4EVER,1545641900639526912,retweet
RoachKing6NoLieWithBTC,RoachKing6,NoLieWithBTC,1546747494343786496,quote
TurnTNBlueNoLieWithBTC,TurnTNBlue,NoLieWithBTC,1546841603679059969,quote
Ahmed96393596Noname04801550,Ahmed96393596,Noname04801550,1546131578086211584,retweet
OttoGerbottoNonha_stata,OttoGerbotto,Nonha_stata,1545854098020483072,retweet
bullriders1NotHoodlum,bullriders1,NotHoodlum,1549396865967333377,quote
sonokocentralNotHoodlum,sonokocentral,NotHoodlum,1549269640999845889,quote
VinculoEconomicNotiPressMx,VinculoEconomic,NotiPressMx,1545574376120147968,retweet
DODANINGNoticiacriptoC,DODANING,NoticiacriptoC,1545905455603392512,retweet
TGuevara18NoticiacriptoC,TGuevara18,NoticiacriptoC,1550507255111581704,retweet
danielm_molinaNoticiacriptoC,danielm_molina,NoticiacriptoC,1546133226028146688,retweet
lopez_brandNoticiasRCN,lopez_brand,NoticiasRCN,1545618121855311872,retweet
stellascoppett1NoticiasRCN,stellascoppett1,NoticiasRCN,1545705766883057667,retweet
Htcde2Nurolvarol2,Htcde2,Nurolvarol2,1546271560025374720,retweet
Jeedun_FivedNwachiExcel20,Jeedun_Fived,NwachiExcel20,1550972749442650121,retweet
DunnHarry6NydiaAldington,DunnHarry6,NydiaAldington,1548817471116910594,retweet
beeonemachineOGdeconomist,beeonemachine,OGdeconomist,1553352768773144578,quote
therealcontempsOGdeconomist,therealcontemps,OGdeconomist,1553413473664737280,quote
therealcontempsbeeonemachine,therealcontemps,beeonemachine,1553413473664737280,retweet
RichaliciousoneOGfromSoDAK,Richaliciousone,OGfromSoDAK,1546893154204504064,quote
ONeilBoxbusiness,ONeilBox,business,1546223038643015682,quote
ONeilBoxelonmusk,ONeilBox,elonmusk,1546568695014723585,quote
liberalunicornoOccidentale,liberalunicorno,Occidentale,1545684940058251264,retweet
everett_kitaOccupyDemocrats,everett_kita,OccupyDemocrats,1551365249076342784,quote
blamebiden2024OfficialAiNews,blamebiden2024,OfficialAiNews,1546646341652291585,retweet
Khan60232369OfficialTravlad,Khan60232369,OfficialTravlad,1549812513935478784,quote
Len33JuOfficialTravlad,Len33Ju,OfficialTravlad,1545733242933940225,quote
g4savage0Oforbuikem1,g4savage0,Oforbuikem1,1545790078269607936,retweet
lisaengelageOhJustTalk,lisaengelage,OhJustTalk,1547200571953668096,retweet
OracleMkultraOlOracle,OracleMkultra,OlOracle,1549440216594792449,retweet
OlaGold48826333Marvin_Inu,OlaGold48826333,Marvin_Inu,1554046553513512960,retweet
Sandy_AK2OlaGold48826333,Sandy_AK2,OlaGold48826333,1552292499368165376,retweet
Sandy_AK2johnmattus123,Sandy_AK2,johnmattus123,1553431698733506562,retweet
ariellar0OlaGold48826333,ariellar0,OlaGold48826333,1552255665414062080,retweet
ariellar0debra_pearls,ariellar0,debra_pearls,1552046885107646464,retweet
Ion_aehmOnceNoticiasTV,Ion_aehm,OnceNoticiasTV,1546998486197051392,retweet
OneCoin4uTracyGo63645865,OneCoin4u,TracyGo63645865,1552808070245654529,quote
ASHISHKAPADIA7OnePiyuAshu,ASHISHKAPADIA7,OnePiyuAshu,1549296873340428289,quote
Aabha108OpIndia_in,Aabha108,OpIndia_in,1545614563395223552,retweet
MrX_RSSorgOpIndia_in,MrX_RSSorg,OpIndia_in,1545694246807580672,quote
Neerajh0OpIndia_in,Neerajh0,OpIndia_in,1545664816202690561,retweet
kumar_jayatOpIndia_in,kumar_jayat,OpIndia_in,1545640974113615873,retweet
druki70OpcionSigma,druki70,OpcionSigma,1546628217200644111,retweet
ESGESG1001Openskies13,ESGESG1001,Openskies13,1547750692646817794,retweet
Openskies13TheFigen,Openskies13,TheFigen,1554060235207475200,quote
AdamRintalaOrdainedprophet,AdamRintala,Ordainedprophet,1545809194657390592,retweet
AliGene20262013Orhan38407595,AliGene20262013,Orhan38407595,1550058357184204802,retweet
WhiteFang_EonOriginMetaverse,WhiteFang_Eon,OriginMetaverse,1546012039809744896,quote
RamazanKak12OzayagKazim,RamazanKak12,OzayagKazim,1550212404318986240,retweet
RamazanKak12ufukzengiin,RamazanKak12,ufukzengiin,1550212404318986240,quote
MBuddyman1P38GAL,MBuddyman1,P38GAL,1547228408274378753,retweet
Gulce1024PABL0_1989,Gulce1024,PABL0_1989,1550015749342871552,retweet
GMission2022PMuvacha,GMission2022,PMuvacha,1546146421287424000,retweet
GMission2022WtffSamy,GMission2022,WtffSamy,1546146421287424000,quote
PMuvachaWtffSamy,PMuvacha,WtffSamy,1546064641939611648,quote
1Pi_usd314159PPathole,1Pi_usd314159,PPathole,1548654377287942144,quote
FullStackLoganPPathole,FullStackLogan,PPathole,1548624596529717248,quote
PatientDiligentPPathole,PatientDiligent,PPathole,1552882030618238978,quote
R_MilettiPPathole,R_Miletti,PPathole,1546838024268517384,quote
R_Milettiadamhoov,R_Miletti,adamhoov,1553107255087751173,quote
KyhnztrkPSMMAGcom,Kyhnztrk,PSMMAGcom,1551481253005762560,retweet
Kyhnztrkmanset_ekonomi,Kyhnztrk,manset_ekonomi,1546473344236658689,retweet
2asada1detripaPUBLIMEXCOM,2asada1detripa,PUBLIMEXCOM,1549942249651200000,retweet
diego83488320PUBLIMEXCOM,diego83488320,PUBLIMEXCOM,1550238286563708931,retweet
wagmidollsPUMPTOKENNF,wagmidolls,PUMPTOKENNF,1549092105330442240,retweet
0QrDgdxItMf7ovoPaLear3,0QrDgdxItMf7ovo,PaLear3,1549237863245660160,retweet
AMOAKOBISMARK9PaLear3,AMOAKOBISMARK9,PaLear3,1553282875201667072,retweet
Djmusic39763186PaLear3,Djmusic39763186,PaLear3,1553282874366992386,retweet
Ghana42KhamiztPaLear3,Ghana42Khamizt,PaLear3,1553283183495548928,retweet
HnyssenabalciPaLear3,Hnyssenabalci,PaLear3,1549237861144199169,retweet
KEMALGU14925771PaLear3,KEMALGU14925771,PaLear3,1549237860741545985,retweet
KanyalakNetwongPaLear3,KanyalakNetwong,PaLear3,1549237865351155712,retweet
M_anawin_bilPaLear3,M_anawin_bil,PaLear3,1549237867028877313,retweet
MkT52706673PaLear3,MkT52706673,PaLear3,1549237866194243584,retweet
NuchThrawuthPaLear3,NuchThrawuth,PaLear3,1549237864084406272,retweet
PrideMumsPaLear3,PrideMums,PaLear3,1553282867228278784,retweet
Sirilak91214348PaLear3,Sirilak91214348,PaLear3,1549237868714934274,retweet
SmithVeelPaLear3,SmithVeel,PaLear3,1553283066864750593,retweet
XFF90465183PaLear3,XFF90465183,PaLear3,1549237871235813378,retweet
_oforiwaa25PaLear3,_oforiwaa25,PaLear3,1553283009398333442,retweet
atRiamnisa__PaLear3,atRiamnisa__,PaLear3,1549237867448238082,retweet
awuku_abigailPaLear3,awuku_abigail,PaLear3,1553282867660296192,retweet
budviva1PaLear3,budviva1,PaLear3,1549237868706537475,retweet
chaycha51322077PaLear3,chaycha51322077,PaLear3,1549237869549690880,retweet
emeuchenna2PaLear3,emeuchenna2,PaLear3,1553282821501980673,retweet
emmanue83566892PaLear3,emmanue83566892,PaLear3,1553282876895989767,retweet
gee_wiafePaLear3,gee_wiafe,PaLear3,1553283007728984064,retweet
hauskenlokehrdPaLear3,hauskenlokehrd,PaLear3,1553283024921366529,retweet
kudoworcourage1PaLear3,kudoworcourage1,PaLear3,1553283010681864194,retweet
mariamaseidu5PaLear3,mariamaseidu5,PaLear3,1553283035436556293,retweet
nannapoulsenxcdPaLear3,nannapoulsenxcd,PaLear3,1553283032085413888,retweet
phxban1PaLear3,phxban1,PaLear3,1549237870375960576,retweet
tP2eOzKmvz9SRyqPaLear3,tP2eOzKmvz9SRyq,PaLear3,1549237866622066689,retweet
satoshis_pugglePaddy_Stash,satoshis_puggle,Paddy_Stash,1549078786729205763,quote
Thee_MajorPainPageSix,Thee_MajorPain,PageSix,1548015981548580869,quote
CGTNOfficialPanda_Paws_,CGTNOfficial,Panda_Paws_,1546642026929836032,quote
YingOMG69PapoHendrix,YingOMG69,PapoHendrix,1547942494830092289,retweet
cmyu26439238PapoHendrix,cmyu26439238,PapoHendrix,1547913544917987328,retweet
nigelshunPapoHendrix,nigelshun,PapoHendrix,1547921979638185984,retweet
prismovaaPapoHendrix,prismovaa,PapoHendrix,1547969508257591297,retweet
ujjvalmodyParikPatelCFA,ujjvalmody,ParikPatelCFA,1552809240955338757,quote
jynnwinsParkStarToken,jynnwins,ParkStarToken,1545963361313374208,retweet
littlemswinsParkStarToken,littlemswins,ParkStarToken,1545957729629454336,retweet
tradersreportParkerBaldwin9,tradersreport,ParkerBaldwin9,1546559592519311361,retweet
tradersreportdirectnews99,tradersreport,directnews99,1545774512343552000,retweet
tradersreportRoyal_fxacademy,tradersreport,Royal_fxacademy,1554713355595784192,retweet
BlueGirl714PartesanJournal,BlueGirl714,PartesanJournal,1545853458812739584,retweet
m53581263Parvane25870236,m53581263,Parvane25870236,1546510327482834944,retweet
Guiller25944118PatriotPost,Guiller25944118,PatriotPost,1549050562016350208,retweet
GaryKellar4PatriotPrayerUS,GaryKellar4,PatriotPrayerUS,1552006878149984258,retweet
Patnat35PatrioteEngager,Patnat35,PatrioteEngager,1545727990390263812,retweet
McgregorEllaPaulie61287,McgregorElla,Paulie61287,1547175336928067584,retweet
MargaretSiegienPawlowskiMario,MargaretSiegien,PawlowskiMario,1545597822678061058,retweet
tobiaskintzelPawlowskiMario,tobiaskintzel,PawlowskiMario,1545662524447723522,retweet
RoshanTheJokerPeaked1nterest,RoshanTheJoker,Peaked1nterest,1549100953198264320,retweet
lipupu02854433PeoplesDailyapp,lipupu02854433,PeoplesDailyapp,1545588995366821889,quote
OsservatorPigroPerculoPio,OsservatorPigro,PerculoPio,1545671579513782273,retweet
BlickBreidaPeterBorbe,BlickBreida,PeterBorbe,1546061299989225472,retweet
Bo_LognesePeterBorbe,Bo_Lognese,PeterBorbe,1545700641875574785,retweet
Bo_Lognesesternde,Bo_Lognese,sternde,1545700641875574785,quote
pemoge1PeterBorbe,pemoge1,PeterBorbe,1546118734678560770,retweet
pemoge1sternde,pemoge1,sternde,1546118734678560770,quote
Asaq331Phemex_official,Asaq331,Phemex_official,1547115410394316801,retweet
RichardKinsell8Phil_Lewis_,RichardKinsell8,Phil_Lewis_,1545682480115716096,quote
VidyottamaPSPhil_Lewis_,VidyottamaPS,Phil_Lewis_,1545825567962021888,quote
MehmetA24813083Phillip_Capital,MehmetA24813083,Phillip_Capital,1547673333759496194,retweet
Pinengi1PiCoreTeam,Pinengi1,PiCoreTeam,1547432698150473730,quote
Amsicora6Piter_Gaw,Amsicora6,Piter_Gaw,1553300679187382272,retweet
chris880406001Piter_Gaw,chris880406001,Piter_Gaw,1553300860800745478,retweet
zofia_bogackaPiter_Gaw,zofia_bogacka,Piter_Gaw,1552650978121244678,retweet
Gucci7863PixelsNFTart,Gucci7863,PixelsNFTart,1547913612441767938,retweet
lionsandakPlatinu54938315,lionsandak,Platinu54938315,1545784707882926081,retweet
AakashPatanvad2PlatinumCrypto,AakashPatanvad2,PlatinumCrypto,1552283557527429120,retweet
artiaga_sergioPlenoNews,artiaga_sergio,PlenoNews,1553343901888614400,retweet
Enter_EntendrePopBase,Enter_Entendre,PopBase,1548866828411232256,quote
Enter_EntendreWeAreMarahall,Enter_Entendre,WeAreMarahall,1548866828411232256,retweet
HeroinVerbalPopBase,HeroinVerbal,PopBase,1551333867692376066,quote
HeroinVerbalWeAreMarahall,HeroinVerbal,WeAreMarahall,1551333867692376066,retweet
MentalHealthBo5PopBase,MentalHealthBo5,PopBase,1552083835680079872,quote
MentalHealthBo5WeAreMarahall,MentalHealthBo5,WeAreMarahall,1552083835680079872,retweet
MsControversy11PopBase,MsControversy11,PopBase,1547686538690973699,quote
UppinaKaiPopBase,UppinaKai,PopBase,1548227233948782592,quote
WeAreMarahallPopBase,WeAreMarahall,PopBase,1547886574750167046,quote
XeronBotPopBase,XeronBot,PopBase,1552083879711739904,quote
XeronBotWeAreMarahall,XeronBot,WeAreMarahall,1552083879711739904,retweet
XeronBotRmaalt,XeronBot,Rmaalt,1556698053276758016,retweet
XeronBotalbertogaruccio,XeronBot,albertogaruccio,1554046452862783489,retweet
__LPD__PopBase,__LPD__,PopBase,1548739623160987648,quote
__LPD__UppinaKai,__LPD__,UppinaKai,1548739623160987648,retweet
BSReviewsUKPowCg27,BSReviewsUK,PowCg27,1553184170226098176,retweet
NelavalliTejaPragNews,NelavalliTeja,PragNews,1547897765937627136,retweet
Lisajoy007Prakhar29276094,Lisajoy007,Prakhar29276094,1546276457722298368,retweet
ChhotiBacchiPranjalmishraIN,ChhotiBacchi,PranjalmishraIN,1547539830745157632,retweet
caringbot67PranjalmishraIN,caringbot67,PranjalmishraIN,1547511755332526081,retweet
AsifSha95944554PrasthuthaNews,AsifSha95944554,PrasthuthaNews,1553634957674700801,retweet
Molvi_ShoaibPrasthuthaNews,Molvi_Shoaib,PrasthuthaNews,1553378593417269248,retweet
SagarSamiullaPrasthuthaNews,SagarSamiulla,PrasthuthaNews,1553333864914817024,retweet
AnnMLiptonPrawfBainbridge,AnnMLipton,PrawfBainbridge,1547530034537275392,retweet
PrawfBainbridgeWSJopinion,PrawfBainbridge,WSJopinion,1547378486385340416,quote
bongrat55PrawfBainbridge,bongrat55,PrawfBainbridge,1547703791096459265,retweet
bongrat55WSJopinion,bongrat55,WSJopinion,1547703791096459265,quote
MarioSpaansenPrecisionTrade3,MarioSpaansen,PrecisionTrade3,1549617345022382086,retweet
BobRobinson_Press_Reach,BobRobinson_,Press_Reach,1551183106371211265,retweet
GuruPTradesPress_Reach,GuruPTrades,Press_Reach,1550264812990566400,retweet
SethW_95Press_Reach,SethW_95,Press_Reach,1551051752920719360,retweet
StockPrincess_Press_Reach,StockPrincess_,Press_Reach,1550959133876256768,retweet
Zachinvestor_Press_Reach,Zachinvestor_,Press_Reach,1550615112448458753,retweet
amyrobson78Press_Reach,amyrobson78,Press_Reach,1550410554170396674,retweet
hottestfinancesPress_Reach,hottestfinances,Press_Reach,1550601026335657988,retweet
jenmurphy94Press_Reach,jenmurphy94,Press_Reach,1550421401483493376,retweet
stocksjordan_Press_Reach,stocksjordan_,Press_Reach,1551473027149357057,retweet
stonk_w0rksPress_Reach,stonk_w0rks,Press_Reach,1551145613890314240,retweet
__DeeMoney__PressureSlay,__DeeMoney__,PressureSlay,1545681792249876480,retweet
KrissyB007PrimitivWarrior,KrissyB007,PrimitivWarrior,1547685372670255108,retweet
edwinntorresPrimitivWarrior,edwinntorres,PrimitivWarrior,1547701685580996608,retweet
HaploTvPrincesinghmech,HaploTv,Princesinghmech,1550183091200614400,retweet
VijayJi55155595PriyaBanubakode,VijayJi55155595,PriyaBanubakode,1545797373011537920,retweet
realHawk_007PriyaBanubakode,realHawk_007,PriyaBanubakode,1545818414156898304,retweet
samirmishra92PriyaBanubakode,samirmishra92,PriyaBanubakode,1545628008265834497,retweet
samirmishra92htTweets,samirmishra92,htTweets,1545625690082459648,retweet
sananjattPriyaBanubakode,sananjatt,PriyaBanubakode,1546717568077074432,retweet
DrayiNicholasPulseGhana,DrayiNicholas,PulseGhana,1546841691772133376,retweet
_mr_oduroPulseGhana,_mr_oduro,PulseGhana,1546841642283532291,retweet
kamal_LawrencePulseGhana,kamal_Lawrence,PulseGhana,1546841622159233025,retweet
Bob99292956PureKity,Bob99292956,PureKity,1548465243944132610,retweet
Branco_Horacio9PureKity,Branco_Horacio9,PureKity,1548581285219733506,retweet
