id,source,target,tweet_id,type
Franchmranch2DogeQueenGrow,Franchmranch2,DogeQueenGrow,1553182765973217280,retweet
HokiDoaIbu11DogeQueenGrow,HokiDoaIbu11,DogeQueenGrow,1553650829306970112,retweet
HyeriSukDogeQueenGrow,HyeriSuk,DogeQueenGrow,1553200482285342720,retweet
Ilham889_DogeQueenGrow,Ilham889_,DogeQueenGrow,1552969095947354112,retweet
LanaaTheWinnerDogeQueenGrow,LanaaTheWinner,DogeQueenGrow,1552681554211934208,retweet
MartinMamadilDogeQueenGrow,MartinMamadil,DogeQueenGrow,1553119354799403008,retweet
NuclearRamzDogeQueenGrow,NuclearRamz,DogeQueenGrow,1552670964835840002,retweet
OxLucky_7WinsDogeQueenGrow,OxLucky_7Wins,DogeQueenGrow,1552808583305506816,retweet
Ox_AK89DogeQueenGrow,Ox_AK89,DogeQueenGrow,1553297395860922370,retweet
Oxbigwins4meDogeQueenGrow,Oxbigwins4me,DogeQueenGrow,1553730227922092032,retweet
Oxchanie_winxDogeQueenGrow,Oxchanie_winx,DogeQueenGrow,1552660682516348933,retweet
Oxs4suke_DogeQueenGrow,Oxs4suke_,DogeQueenGrow,1553609358549823488,retweet
Oxwins_cutieDogeQueenGrow,Oxwins_cutie,DogeQueenGrow,1553100405365960706,retweet
PerecehsultanDogeQueenGrow,Perecehsultan,DogeQueenGrow,1553587215145795584,retweet
Raven_NctizenDogeQueenGrow,Raven_Nctizen,DogeQueenGrow,1553508935620890624,retweet
Raven_Nctizenlkzrwtnb,Raven_Nctizen,lkzrwtnb,1546430941890895872,retweet
RejekiAgustusDogeQueenGrow,RejekiAgustus,DogeQueenGrow,1552682604020711424,retweet
Rita_rdm5DogeQueenGrow,Rita_rdm5,DogeQueenGrow,1552677881251213313,retweet
RosieLovie211DogeQueenGrow,RosieLovie211,DogeQueenGrow,1552669614261567489,retweet
Ruspita_Ra2401DogeQueenGrow,Ruspita_Ra2401,DogeQueenGrow,1552970280447840256,retweet
Sabrina_tha88DogeQueenGrow,Sabrina_tha88,DogeQueenGrow,1552667180306550784,retweet
SheighVxxDogeQueenGrow,SheighVxx,DogeQueenGrow,1552964951983398912,retweet
Tikaoktavia_DogeQueenGrow,Tikaoktavia_,DogeQueenGrow,1553302793108463616,retweet
Wooahae29981397DogeQueenGrow,Wooahae29981397,DogeQueenGrow,1552842761849929730,retweet
Wowbig_wincityxDogeQueenGrow,Wowbig_wincityx,DogeQueenGrow,1553200978459230208,retweet
YenaBigWinDogeQueenGrow,YenaBigWin,DogeQueenGrow,1553585368804364290,retweet
_adelaide4DogeQueenGrow,_adelaide4,DogeQueenGrow,1552834555262140416,retweet
aceswin_qtieDogeQueenGrow,aceswin_qtie,DogeQueenGrow,1552882412278906880,retweet
addrieeenneeDogeQueenGrow,addrieeennee,DogeQueenGrow,1552660493349044227,retweet
ahmadlubis22DogeQueenGrow,ahmadlubis22,DogeQueenGrow,1552657852161921024,retweet
akumenang_16DogeQueenGrow,akumenang_16,DogeQueenGrow,1553315114715324417,retweet
atelelelebigwinDogeQueenGrow,atelelelebigwin,DogeQueenGrow,1552908463520743425,retweet
badhon567DogeQueenGrow,badhon567,DogeQueenGrow,1552803956551974912,retweet
beluga29674DogeQueenGrow,beluga29674,DogeQueenGrow,1552865114985865216,retweet
beruangbigwin2DogeQueenGrow,beruangbigwin2,DogeQueenGrow,1552671276468080640,retweet
bigwin1129DogeQueenGrow,bigwin1129,DogeQueenGrow,1552797745626619904,retweet
bigwinEthanDogeQueenGrow,bigwinEthan,DogeQueenGrow,1553382900967489539,retweet
bigwinsszDogeQueenGrow,bigwinssz,DogeQueenGrow,1552871208047509504,retweet
bigwinsszlkzrwtnb,bigwinssz,lkzrwtnb,1547156123626909697,retweet
bomiebigwinDogeQueenGrow,bomiebigwin,DogeQueenGrow,1553418596574953473,retweet
bunbunwinsDogeQueenGrow,bunbunwins,DogeQueenGrow,1552805969406873602,retweet
c0srxl0wDogeQueenGrow,c0srxl0w,DogeQueenGrow,1552969148812390401,retweet
ca1piece_winDogeQueenGrow,ca1piece_win,DogeQueenGrow,1552893968438153216,retweet
carmiewinsDogeQueenGrow,carmiewins,DogeQueenGrow,1553183110732591104,retweet
ccyyangDogeQueenGrow,ccyyang,DogeQueenGrow,1553749926047145984,retweet
choii_daniellDogeQueenGrow,choii_daniell,DogeQueenGrow,1553185781250162688,retweet
cir0fatahDogeQueenGrow,cir0fatah,DogeQueenGrow,1553046263612190720,retweet
cloversolucky_DogeQueenGrow,cloversolucky_,DogeQueenGrow,1552865886725619714,retweet
cmftwinsDogeQueenGrow,cmftwins,DogeQueenGrow,1552680857512865797,retweet
ddeonuuu03DogeQueenGrow,ddeonuuu03,DogeQueenGrow,1552825018283081728,retweet
discardiskDogeQueenGrow,discardisk,DogeQueenGrow,1553002522486480896,retweet
dniellewinsDogeQueenGrow,dniellewins,DogeQueenGrow,1552974944065433600,retweet
drpnskiesDogeQueenGrow,drpnskies,DogeQueenGrow,1553289601623953408,retweet
eajyunsimDogeQueenGrow,eajyunsim,DogeQueenGrow,1552661785588961281,retweet
elishaunnieDogeQueenGrow,elishaunnie,DogeQueenGrow,1552795250015383552,retweet
ellewinssmDogeQueenGrow,ellewinssm,DogeQueenGrow,1552677500379361281,retweet
eunji18414674DogeQueenGrow,eunji18414674,DogeQueenGrow,1553337073150480384,retweet
evifath2406DogeQueenGrow,evifath2406,DogeQueenGrow,1553343350341718016,retweet
frostcityxDogeQueenGrow,frostcityx,DogeQueenGrow,1553302135009611777,retweet
ftrvirgo0DogeQueenGrow,ftrvirgo0,DogeQueenGrow,1552794360005410816,retweet
gdkfnxhwinDogeQueenGrow,gdkfnxhwin,DogeQueenGrow,1553215913134268417,retweet
gloryamazeDogeQueenGrow,gloryamaze,DogeQueenGrow,1552675818484035584,retweet
gloryamazeeDogeQueenGrow,gloryamazee,DogeQueenGrow,1553202571489071105,retweet
goodygoodieeDogeQueenGrow,goodygoodiee,DogeQueenGrow,1552674276641509376,retweet
heicolucky_69DogeQueenGrow,heicolucky_69,DogeQueenGrow,1552881812917014529,retweet
hirahiwinsDogeQueenGrow,hirahiwins,DogeQueenGrow,1552658008198352900,retweet
horanghaewins77DogeQueenGrow,horanghaewins77,DogeQueenGrow,1553538591443144704,retweet
iamsevenwinDogeQueenGrow,iamsevenwin,DogeQueenGrow,1552726703772160006,retweet
imlucky555777DogeQueenGrow,imlucky555777,DogeQueenGrow,1552669218318954496,retweet
immsprplDogeQueenGrow,immsprpl,DogeQueenGrow,1552657768724631552,retweet
itsanryouDogeQueenGrow,itsanryou,DogeQueenGrow,1553172078056325120,retweet
itsmehtusiDogeQueenGrow,itsmehtusi,DogeQueenGrow,1552898585083097089,retweet
iwonJKDogeQueenGrow,iwonJK,DogeQueenGrow,1553672156940480514,retweet
jaebigwinsDogeQueenGrow,jaebigwins,DogeQueenGrow,1552837414535630848,retweet
jamie0xbigwinsDogeQueenGrow,jamie0xbigwins,DogeQueenGrow,1552864664081805312,retweet
jendeukibigwinsDogeQueenGrow,jendeukibigwins,DogeQueenGrow,1552677872850341890,retweet
jeong_pogiDogeQueenGrow,jeong_pogi,DogeQueenGrow,1552671196767891457,retweet
jeongjaehyunntDogeQueenGrow,jeongjaehyunnt,DogeQueenGrow,1553532643072913408,retweet
jiiiswinzDogeQueenGrow,jiiiswinz,DogeQueenGrow,1552911548028694529,retweet
jinaycityxDogeQueenGrow,jinaycityx,DogeQueenGrow,1553342917510844422,retweet
jskimblDogeQueenGrow,jskimbl,DogeQueenGrow,1552996481401233410,retweet
kimmyasffDogeQueenGrow,kimmyasff,DogeQueenGrow,1552844621591367680,retweet
kkkumaengiDogeQueenGrow,kkkumaengi,DogeQueenGrow,1552658684311834625,retweet
kkurabi_DogeQueenGrow,kkurabi_,DogeQueenGrow,1553226518867820544,retweet
kylavsuDogeQueenGrow,kylavsu,DogeQueenGrow,1553282957833449473,retweet
lckiestpersonDogeQueenGrow,lckiestperson,DogeQueenGrow,1552672856026128384,retweet
lovemarilagDogeQueenGrow,lovemarilag,DogeQueenGrow,1553258220663492609,retweet
luckahriDogeQueenGrow,luckahri,DogeQueenGrow,1553302324612780033,retweet
luckybigwinyx10DogeQueenGrow,luckybigwinyx10,DogeQueenGrow,1552673850097561600,retweet
luckymewin001DogeQueenGrow,luckymewin001,DogeQueenGrow,1552766780753338368,retweet
luffyiessDogeQueenGrow,luffyiess,DogeQueenGrow,1552910044768772096,retweet
macherieoxDogeQueenGrow,macherieox,DogeQueenGrow,1553715411530973184,retweet
mauwinstiaphariDogeQueenGrow,mauwinstiaphari,DogeQueenGrow,1552667192915017733,retweet
mayOxwin1306DogeQueenGrow,mayOxwin1306,DogeQueenGrow,1553156667344584704,retweet
mayday4bigwinDogeQueenGrow,mayday4bigwin,DogeQueenGrow,1552767650266509312,retweet
mimi_bapDogeQueenGrow,mimi_bap,DogeQueenGrow,1553337763549786112,retweet
naubigwinzDogeQueenGrow,naubigwinz,DogeQueenGrow,1552973355686498304,retweet
nayeonwins_qtDogeQueenGrow,nayeonwins_qt,DogeQueenGrow,1554235770323382272,retweet
nayeonwins_qtMarvin_Inu,nayeonwins_qt,Marvin_Inu,1554130919841091584,retweet
newbonawinsxxDogeQueenGrow,newbonawinsxx,DogeQueenGrow,1552983690443358208,retweet
nhat2530DogeQueenGrow,nhat2530,DogeQueenGrow,1552875503018684416,retweet
nyveseDogeQueenGrow,nyvese,DogeQueenGrow,1553264713441562624,retweet
ohkittywinsDogeQueenGrow,ohkittywins,DogeQueenGrow,1552866301538095104,retweet
otw_bigw1nDogeQueenGrow,otw_bigw1n,DogeQueenGrow,1552869759317733377,retweet
oveurcoming_DogeQueenGrow,oveurcoming_,DogeQueenGrow,1552973635476140032,retweet
oxbigcitywinDogeQueenGrow,oxbigcitywin,DogeQueenGrow,1552826168348667904,retweet
oxpastimenaangDogeQueenGrow,oxpastimenaang,DogeQueenGrow,1553568074447474688,retweet
oxwinwinDogeQueenGrow,oxwinwin,DogeQueenGrow,1553203831462174720,retweet
parkkc_DogeQueenGrow,parkkc_,DogeQueenGrow,1552673213389639682,retweet
parksahyo17DogeQueenGrow,parksahyo17,DogeQueenGrow,1553898322636984320,retweet
pickaaarxDogeQueenGrow,pickaaarx,DogeQueenGrow,1553323688275382272,retweet
pickawbabeDogeQueenGrow,pickawbabe,DogeQueenGrow,1553607859526848513,retweet
pinginbigwin_DogeQueenGrow,pinginbigwin_,DogeQueenGrow,1553161576332439552,retweet
pjhcityx_00DogeQueenGrow,pjhcityx_00,DogeQueenGrow,1553144373818589184,retweet
pjhwaicityxDogeQueenGrow,pjhwaicityx,DogeQueenGrow,1553200726415147008,retweet
pocketzstanDogeQueenGrow,pocketzstan,DogeQueenGrow,1552680144489181184,retweet
pppickmehhDogeQueenGrow,pppickmehh,DogeQueenGrow,1552678015054004224,retweet
prksxno_DogeQueenGrow,prksxno_,DogeQueenGrow,1552936712992501760,retweet
reesechizeDogeQueenGrow,reesechize,DogeQueenGrow,1552884018261393410,retweet
renjunw1nsDogeQueenGrow,renjunw1ns,DogeQueenGrow,1552797684414955520,retweet
riegox_riegooxDogeQueenGrow,riegox_riegoox,DogeQueenGrow,1553880852106338305,retweet
riieazlDogeQueenGrow,riieazl,DogeQueenGrow,1552712550097522688,retweet
scwnteDogeQueenGrow,scwnte,DogeQueenGrow,1552912153665228800,retweet
seulgisyoursDogeQueenGrow,seulgisyours,DogeQueenGrow,1553217165959974912,retweet
shahokiiDogeQueenGrow,shahokii,DogeQueenGrow,1552821763901620229,retweet
sharakanadeDogeQueenGrow,sharakanade,DogeQueenGrow,1552831661616021504,retweet
snowwriego_DogeQueenGrow,snowwriego_,DogeQueenGrow,1553323686215557120,retweet
spaceglareDogeQueenGrow,spaceglare,DogeQueenGrow,1552664542085201920,retweet
superwins88DogeQueenGrow,superwins88,DogeQueenGrow,1552779753337520130,retweet
supthenawinsDogeQueenGrow,supthenawins,DogeQueenGrow,1553565909780135937,retweet
tarahadidDogeQueenGrow,tarahadid,DogeQueenGrow,1552673158045773824,retweet
thvilyoDogeQueenGrow,thvilyo,DogeQueenGrow,1552855797335740416,retweet
uarbigwinsDogeQueenGrow,uarbigwins,DogeQueenGrow,1553264086825123841,retweet
vllnzjkDogeQueenGrow,vllnzjk,DogeQueenGrow,1552683791025463297,retweet
wadadaduhDogeQueenGrow,wadadaduh,DogeQueenGrow,1552911782465122304,retweet
wantmorebarriesDogeQueenGrow,wantmorebarries,DogeQueenGrow,1552684270841626625,retweet
wheilanzDogeQueenGrow,wheilanz,DogeQueenGrow,1552665023600013312,retweet
win2timeDogeQueenGrow,win2time,DogeQueenGrow,1552678357719863297,retweet
winbigwin_anDogeQueenGrow,winbigwin_an,DogeQueenGrow,1552661807843532800,retweet
winners8456DogeQueenGrow,winners8456,DogeQueenGrow,1552676784428257281,retweet
winsfor_enhaDogeQueenGrow,winsfor_enha,DogeQueenGrow,1553599663021776896,retweet
winsnurfleDogeQueenGrow,winsnurfle,DogeQueenGrow,1553538439605530625,retweet
wonwon_winsDogeQueenGrow,wonwon_wins,DogeQueenGrow,1552663451591249920,retweet
wrngnmbr_DogeQueenGrow,wrngnmbr_,DogeQueenGrow,1552705453758750720,retweet
xwinscutieDogeQueenGrow,xwinscutie,DogeQueenGrow,1553585535771643906,retweet
yakshareoDogeQueenGrow,yakshareo,DogeQueenGrow,1553436864019075072,retweet
yshwinsDogeQueenGrow,yshwins,DogeQueenGrow,1553606338659635200,retweet
yungistangerineDogeQueenGrow,yungistangerine,DogeQueenGrow,1552661830056951813,retweet
catandradecDogecoinNorway,catandradec,DogecoinNorway,1547285254112776192,retweet
Elonethxrpmana1DogelonLon,Elonethxrpmana1,DogelonLon,1552794794535141382,retweet
DogelonLonelontoshix,DogelonLon,elontoshix,1547832664463290368,retweet
elontoshi_888DogelonLon,elontoshi_888,DogelonLon,1552662223918612483,retweet
elontoshi_888DogelonMars,elontoshi_888,DogelonMars,1551873734168006656,quote
JohnCho40926574Dogelonism,JohnCho40926574,Dogelonism,1551350347960139776,retweet
JohnCho40926574buterinox,JohnCho40926574,buterinox,1553855370854006785,retweet
Truchung0610Dogelonism,Truchung0610,Dogelonism,1551099260988375040,retweet
Truchung0610buterinox,Truchung0610,buterinox,1555733914890563584,retweet
DoggerArmyDoggerInformer,DoggerArmy,DoggerInformer,1548299317269520387,retweet
Gipsy187DoggerInformer,Gipsy187,DoggerInformer,1550974923367227392,retweet
The_terramoneyDojoBeans,The_terramoney,DojoBeans,1545881961633157120,quote
IOTA_____DomSchiener,IOTA_____,DomSchiener,1551172733454671873,quote
IOTA_____shimmernet,IOTA_____,shimmernet,1550493505016979460,quote
DonnaBradshawCoDorotheaBaur,DonnaBradshawCo,DorotheaBaur,1550801785002016771,retweet
Net2AyurvedaDossierTibet,Net2Ayurveda,DossierTibet,1548243395885158400,retweet
Ashlee0226Dotcryptodomai1,Ashlee0226,Dotcryptodomai1,1548832310971273216,retweet
Ashlee0226Most_Maximus,Ashlee0226,Most_Maximus,1548832310971273216,quote
Dotcryptodomai1Most_Maximus,Dotcryptodomai1,Most_Maximus,1548822803096403969,quote
Mer7inDrArielHenry,Mer7in,DrArielHenry,1547656265806925831,quote
ppatt_happyDrBorisutH,ppatt_happy,DrBorisutH,1545747789191081987,retweet
ppatt_happyThaiPBSNews,ppatt_happy,ThaiPBSNews,1545747800494706688,retweet
puiyeolDrBorisutH,puiyeol,DrBorisutH,1545670391690981381,retweet
RAlexJimenezDrJDrooghaag,RAlexJimenez,DrJDrooghaag,1548292600930545667,retweet
TylerCohenWoodDrJDrooghaag,TylerCohenWood,DrJDrooghaag,1547169115491762176,retweet
IreriGMDrNetas,IreriGM,DrNetas,1545581436807380993,retweet
OuroborosAcDrNetas,OuroborosAc,DrNetas,1545632973877288960,retweet
SimnSilverioPr1DrNetas,SimnSilverioPr1,DrNetas,1546727870097129473,retweet
jorgejlb1DrNetas,jorgejlb1,DrNetas,1545968974957002753,retweet
yuniscaroxDrNetas,yuniscarox,DrNetas,1545585418451787776,retweet
DataAugmentedDroneConX1,DataAugmented,DroneConX1,1556320021475127296,retweet
Eliasdpw123DropYourNFTs,Eliasdpw123,DropYourNFTs,1548708721928376321,quote
Eliasdpw123Oloyedey4u,Eliasdpw123,Oloyedey4u,1548791941613101056,quote
Eliasdpw123WhaleEverything,Eliasdpw123,WhaleEverything,1548706854716465152,quote
Eliasdpw123cz_binance,Eliasdpw123,cz_binance,1548706162241163267,quote
dusterleyDrugstoreSeraph,dusterley,DrugstoreSeraph,1548619754130313216,quote
Adaline_brDrupayonline,Adaline_br,Drupayonline,1546441104299479041,quote
HACKERSCARDING1Drupayonline,HACKERSCARDING1,Drupayonline,1545769113024434181,quote
ImamAri89969876Drupayonline,ImamAri89969876,Drupayonline,1546048850867396609,quote
Taiwobusari12Drupayonline,Taiwobusari12,Drupayonline,1546111641707859968,quote
WorachaiWongwo1Drupayonline,WorachaiWongwo1,Drupayonline,1545808282358468609,quote
Zeeshan1046Drupayonline,Zeeshan1046,Drupayonline,1545970330971377664,quote
arrasel52Drupayonline,arrasel52,Drupayonline,1546038361764143104,quote
darkembrioDrupayonline,darkembrio,Drupayonline,1545770160782422017,quote
db16nx13Drupayonline,db16nx13,Drupayonline,1546063556105609217,quote
delgervapovwuDrupayonline,delgervapovwu,Drupayonline,1546092456135237632,quote
dipto813Drupayonline,dipto813,Drupayonline,1545826782208999425,quote
do80ck32Drupayonline,do80ck32,Drupayonline,1546052502000644096,quote
kimsonht0202Drupayonline,kimsonht0202,Drupayonline,1546093980764733441,quote
kyawmyotkDrupayonline,kyawmyotk,Drupayonline,1545765808755814401,quote
osawafyrongop9Drupayonline,osawafyrongop9,Drupayonline,1546051074280157184,quote
EdmarkCanlasDudeJLebowski,EdmarkCanlas,DudeJLebowski,1550089517528363008,quote
EdmarkCanlasTrader4lyf,EdmarkCanlas,Trader4lyf,1550089517528363008,retweet
EdmarkCanlasglobalcatecoin,EdmarkCanlas,globalcatecoin,1550397664646156288,retweet
Trader4lyfDudeJLebowski,Trader4lyf,DudeJLebowski,1549939140661088256,quote
Trader4lyfgary220580,Trader4lyf,gary220580,1553169197038874624,quote
gabcgustiloDudeJLebowski,gabcgustilo,DudeJLebowski,1549960160562425861,quote
gabcgustiloTrader4lyf,gabcgustilo,Trader4lyf,1549960160562425861,retweet
Champtgr_am1DukeAntonia2,Champtgr_am1,DukeAntonia2,1547314706074984448,retweet
BrainRoaringDutchReach,BrainRoaring,DutchReach,1552477638861750272,retweet
BrainRoaringNXT_mine,BrainRoaring,NXT_mine,1547328796000403456,retweet
shmignaDystoEarth1,shmigna,DystoEarth1,1545700516453310464,retweet
CourtDryereECDryere,CourtDryere,ECDryere,1549064788638048256,retweet
Gabriel_mZumaEFEnoticias,Gabriel_mZuma,EFEnoticias,1545874781404368897,quote
BDontuEMSIDEM,BDontu,EMSIDEM,1550483587056734212,retweet
cicloincluyenteENTERCO,cicloincluyente,ENTERCO,1552826661191680004,retweet
OlsenOverboEQLZeth,OlsenOverbo,EQLZeth,1552730652696526848,retweet
EQLZethgoodmontheth,EQLZeth,goodmontheth,1551973784525176840,quote
poiyuki5EQLZeth,poiyuki5,EQLZeth,1553439810555039746,retweet
ETA_CEOETA80360522,ETA_CEO,ETA80360522,1552232433978064897,retweet
TamannaInamdarETNOWlive,TamannaInamdar,ETNOWlive,1546543679783182337,retweet
amit_sisodiETNOWlive,amit_sisodi,ETNOWlive,1547938611756089344,retweet
cajay_acETNOWlive,cajay_ac,ETNOWlive,1553351349328560128,retweet
rwang0ETNOWlive,rwang0,ETNOWlive,1546451600096387073,retweet
rwang0SusanLiTV,rwang0,SusanLiTV,1548475253231210497,retweet
veejay008ETNOWlive,veejay008,ETNOWlive,1546536304061849600,retweet
RAMANAT73282612ETTelecom,RAMANAT73282612,ETTelecom,1551224717637365760,retweet
Mahtab_Mars01E__dollar,Mahtab_Mars01,E__dollar,1550793863652155394,retweet
Mahtab_Mars01Mahla_8031,Mahtab_Mars01,Mahla_8031,1553633517346508800,retweet
Mahtab_Mars01Marvin_Inu,Mahtab_Mars01,Marvin_Inu,1549606665904848896,quote
Mahtab_Mars01Mula_Mule_300,Mahtab_Mars01,Mula_Mule_300,1549606665904848896,retweet
QsefghDagEagleVinu007,QsefghDag,EagleVinu007,1545812761065701379,retweet
ThatDemonTruthEandPCartoons,ThatDemonTruth,EandPCartoons,1547619111894536193,retweet
EandPCartoonschrisbritt01,EandPCartoons,chrisbritt01,1546900197296439297,retweet
barntiques859EandPCartoons,barntiques859,EandPCartoons,1546303634274648066,retweet
fbyyy_3EconomicTimes,fbyyy_3,EconomicTimes,1545628022946267136,retweet
WeHearPodcastEdLudlow,WeHearPodcast,EdLudlow,1545598656950292480,quote
WeHearPodcastshossy2,WeHearPodcast,shossy2,1545598656950292480,retweet
tandem21EdLudlow,tandem21,EdLudlow,1545572532719300611,quote
tandem21shossy2,tandem21,shossy2,1545572532719300611,retweet
Betty_BurlesqueEdtheSock,Betty_Burlesque,EdtheSock,1545896217627983872,retweet
AngelisaStarkEdvick_NFT,AngelisaStark,Edvick_NFT,1556283981926223873,retweet
zeroshortsEdwardSmallhous,zeroshorts,EdwardSmallhous,1551220516198834176,quote
zeroshortsGordonJohnson19,zeroshorts,GordonJohnson19,1551669390214680579,quote
zeroshortsGrady_Booch,zeroshorts,Grady_Booch,1550998894619680768,quote
zeroshortsJulianKlymochko,zeroshorts,JulianKlymochko,1545756805699031041,quote
zeroshortsKarlBode,zeroshorts,KarlBode,1549554792896217088,quote
zeroshortsKeubiko,zeroshorts,Keubiko,1546276245054189568,quote
zeroshortsMikeDrucker,zeroshorts,MikeDrucker,1545768347165270016,quote
zeroshortsStanphylCap,zeroshorts,StanphylCap,1550887370622267393,quote
zeroshortsalexweprin,zeroshorts,alexweprin,1546608628970401792,quote
zeroshortscompound248,zeroshorts,compound248,1549436030683467776,quote
zeroshortselonmusk,zeroshorts,elonmusk,1556087808275521536,quote
zeroshortskimbal,zeroshorts,kimbal,1552713108879118336,quote
zeroshortsmatt_levine,zeroshorts,matt_levine,1547307587493777408,quote
zeroshortsreidhoffman,zeroshorts,reidhoffman,1547566131669397510,quote
zeroshortssquawksquare,zeroshorts,squawksquare,1546298037416259584,quote
zeroshortsC_S_Skeptic,zeroshorts,C_S_Skeptic,1556046182077456385,quote
zeroshortsTIME,zeroshorts,TIME,1556707632169201664,quote
zeroshortslorakolodny,zeroshorts,lorakolodny,1555323821002874880,quote
nettermikeEecho89152070,nettermike,Eecho89152070,1548747153157156865,retweet
nettermikeErrolWebber,nettermike,ErrolWebber,1548747153157156865,quote
Eecho89152070ErrolWebber,Eecho89152070,ErrolWebber,1548729182800097280,quote
MeganoticiasTORElBreakMN,MeganoticiasTOR,ElBreakMN,1545574551005716480,retweet
BrisArciniegaElFinanciero_Mx,BrisArciniega,ElFinanciero_Mx,1547773354475528194,retweet
J_AVIERANAElFinanciero_Mx,J_AVIERANA,ElFinanciero_Mx,1547929468177489923,retweet
rickdvcElFinanciero_Mx,rickdvc,ElFinanciero_Mx,1547773496691855360,retweet
elpaisdiarioElPaisDiarioOk,elpaisdiario,ElPaisDiarioOk,1549759570930810880,retweet
GraTest_ElianaBenador,GraTest_,ElianaBenador,1547131128930238464,quote
GraTest_kayaCryptopromo,GraTest_,kayaCryptopromo,1547131128930238464,retweet
Mary26041ElisaDayJ4J,Mary26041,ElisaDayJ4J,1551943719095517184,retweet
Mary26041Rando_99999999,Mary26041,Rando_99999999,1549021377172234240,retweet
RoxielturnerElisaDayJ4J,Roxielturner,ElisaDayJ4J,1552056226229489666,retweet
sameh48114685ElisaDayJ4J,sameh48114685,ElisaDayJ4J,1552208096113614848,retweet
humanwords_EllySpaceSongs,humanwords_,EllySpaceSongs,1546583756743786496,retweet
Europas_SeeleElonJet,Europas_Seele,ElonJet,1551405748000890880,quote
RohmerJoseeElonJetMusk,RohmerJosee,ElonJetMusk,1550445989319872512,retweet
HonorNChivalryElonMuskGod,HonorNChivalry,ElonMuskGod,1552492316438323202,quote
HonorNChivalrykhollyjhay,HonorNChivalry,khollyjhay,1552492773592293377,quote
2_duchessElonMuskRadio,2_duchess,ElonMuskRadio,1549533081865883648,quote
2_duchessFastBrainDay,2_duchess,FastBrainDay,1549624513914056705,retweet
2_duchessbuterinox,2_duchess,buterinox,1553606120136069125,retweet
ElonMuskRadioelonmusk,ElonMuskRadio,elonmusk,1546596222236229632,quote
FastBrainDayElonMuskRadio,FastBrainDay,ElonMuskRadio,1549532393744134144,quote
CryptocuCocukElonRaid,CryptocuCocuk,ElonRaid,1549987909268291584,retweet
CryptooooguyyyyElonRaid,Cryptooooguyyyy,ElonRaid,1550365362222399488,retweet
UzairMaslanElonRaid,UzairMaslan,ElonRaid,1546058599679799302,retweet
muuinuhodlElonRaid,muuinuhodl,ElonRaid,1550045327582846976,retweet
MisterVegas4uElysha33,MisterVegas4u,Elysha33,1556333802280075265,retweet
erickvegas4u2Elysha33,erickvegas4u2,Elysha33,1556316722231234568,retweet
rogerio777EmDe2020,rogerio777,EmDe2020,1545613058906546176,retweet
TradersWarriorEmma99641322,TradersWarrior,Emma99641322,1555661841652518912,retweet
warrior_tradersEmma99641322,warrior_traders,Emma99641322,1550812737986596865,retweet
ScottZPinkRoseEmolclause,ScottZPinkRose,Emolclause,1547250524445179906,retweet
lalin_28EnPelotasPod,lalin_28,EnPelotasPod,1546628130386886656,retweet
alisonm87798580EnigmaFund,alisonm87798580,EnigmaFund,1552364831830859781,retweet
alvinaKingjr9EnigmaFund,alvinaKingjr9,EnigmaFund,1552043523809091585,retweet
barbiebicini5EnigmaFund,barbiebicini5,EnigmaFund,1553681009857777666,retweet
besscalk8EnigmaFund,besscalk8,EnigmaFund,1549301899366727680,retweet
bettiestacy10EnigmaFund,bettiestacy10,EnigmaFund,1549796740005609475,retweet
carlieepstein5EnigmaFund,carlieepstein5,EnigmaFund,1551556920762576902,retweet
celestineeise18EnigmaFund,celestineeise18,EnigmaFund,1548823921939681281,retweet
chastit44093528EnigmaFund,chastit44093528,EnigmaFund,1553791821280600065,retweet
coriema34650024EnigmaFund,coriema34650024,EnigmaFund,1552804565568745472,retweet
danielabarrows6EnigmaFund,danielabarrows6,EnigmaFund,1549515238025854990,retweet
delilah92680908EnigmaFund,delilah92680908,EnigmaFund,1547276921293000706,retweet
diagunter3EnigmaFund,diagunter3,EnigmaFund,1548628410318069760,retweet
elisabethstanc6EnigmaFund,elisabethstanc6,EnigmaFund,1553342216227020801,retweet
gennysoon8EnigmaFund,gennysoon8,EnigmaFund,1549095283337854977,retweet
giovannabaiard5EnigmaFund,giovannabaiard5,EnigmaFund,1553069888423567360,retweet
hoavorberg4EnigmaFund,hoavorberg4,EnigmaFund,1547483771330494464,retweet
ingeborgmaguir5EnigmaFund,ingeborgmaguir5,EnigmaFund,1550492842635714562,retweet
jackque81682206EnigmaFund,jackque81682206,EnigmaFund,1552193541035655171,retweet
janelghizzoni13EnigmaFund,janelghizzoni13,EnigmaFund,1550604807903264768,retweet
joeannv26134676EnigmaFund,joeannv26134676,EnigmaFund,1551782410760556544,retweet
kasifranklin5EnigmaFund,kasifranklin5,EnigmaFund,1551931839136284674,retweet
kierste27091424EnigmaFund,kierste27091424,EnigmaFund,1548923156672516098,retweet
kimberliDimarz2EnigmaFund,kimberliDimarz2,EnigmaFund,1548868919267827712,retweet
kimberlibest11EnigmaFund,kimberlibest11,EnigmaFund,1547073587282165766,retweet
kishafukunaga5EnigmaFund,kishafukunaga5,EnigmaFund,1553444883544907783,retweet
kitketcher4EnigmaFund,kitketcher4,EnigmaFund,1546461892100689920,retweet
